"Iteration","Axial Force Monitor 2: Axial Force Monitor 2 (lbf)","Normal Force Monitor 2: Normal Force Monitor 2 (lbf)","Pitch Moment Monitor 2: Pitch Moment Monitor 2 (lbf-ft)","Roll Moment Monitor 2: Roll Moment Monitor 2 (lbf-ft)","Side Force Monitor 2: Side Force Monitor 2 (lbf)","Yaw Moment Monitor 2: Yaw Moment Monitor 2 (lbf-ft)"
500.0,0.708399420012502,-0.08669517610282587,1.3795862362836988,1059.971808586898,-2188.4758621848196,-8497.838729839319
1000.0,0.6751978275214716,-0.17065259162247953,1.4595956082776167,1059.8983321183318,-2188.7892385052187,-8498.52718549956
1500.0,0.6894224230327027,0.7410901374201094,0.013785875263909727,1061.437523974304,-2189.1763787376867,-8499.441523225298
2000.0,0.686297104290949,1.670534284796225,-1.3992306416067797,1062.997714379782,-2189.5072813500883,-8500.104722722332
2500.0,0.686628483576481,2.5714456207589516,-2.828155095750952,1064.548164005422,-2189.9034405587236,-8500.897987348937
3000.0,0.685108583413204,3.485034831452919,-4.236583541260144,1066.0987094794557,-2190.296277848593,-8501.627394592562
3500.0,0.6595837211546199,4.471683515126884,-5.683095307171053,1067.7190366137293,-2190.4497973406824,-8501.882563829835
4000.0,0.6066099864886397,5.475101948075088,-7.131597093301923,1069.36054776364,-2190.480785503132,-8501.863183435136
4500.0,0.5232556519752566,6.485840721998745,-8.581619460746776,1071.0078160317523,-2190.4768743209816,-8501.699298054406
5000.0,0.4168502033383983,7.4759681903526145,-10.039131891983935,1072.6378567585907,-2190.50621880576,-8501.544632221448
5500.0,0.28561339025063004,8.454941103129336,-11.502836408015755,1074.2594951615615,-2190.514700286702,-8501.317254628128
6000.0,0.1318214370149463,9.423445991950839,-12.96705318032596,1075.868203613385,-2190.5093320063643,-8501.04337453265
6500.0,-0.04179895422551418,10.383462396462392,-14.446457905995516,1077.4617786514339,-2190.4955980687237,-8500.718551866012
7000.0,-0.236031803506854,11.330169361347082,-15.93035020165416,1079.032269242974,-2190.4748532989793,-8500.336135171847
7500.0,-0.44892908989750385,12.257641850990511,-17.406442320099785,1080.5709221470602,-2190.450210813315,-8499.911937554953
8000.0,-0.6712510069309849,13.143695860158333,-18.872917220568844,1082.0558556693775,-2190.431370983676,-8499.453584128642
8500.0,-0.6771261612980308,13.18424969661278,-18.917326495079674,1082.1169834517848,-2190.3963305813077,-8499.367520754357
9000.0,-0.6786180318874522,13.189642876377949,-18.920947560091545,1082.1232336198746,-2190.381759547498,-8499.330572541112
9500.0,-0.9131407418712867,13.995634958716492,-20.28796508778029,1083.4746307106136,-2190.3403536321616,-8498.84500468792
10000.0,-0.9200019149384024,14.031094688497435,-20.327683838889847,1083.5302769223354,-2190.327524307671,-8498.79949278402
10500.0,-0.9216426893613605,14.037079681192093,-20.331325057944717,1083.5387582152364,-2190.3181565438795,-8498.775316851792
11000.0,-0.9221095480360914,14.037694501519969,-20.329861948421172,1083.5385073035673,-2190.313665359331,-8498.763137553397
