"Iteration","Axial Force Monitor 2: Axial Force Monitor 2 (lbf)","Normal Force Monitor 2: Normal Force Monitor 2 (lbf)","Pitch Moment Monitor 2: Pitch Moment Monitor 2 (lbf-ft)","Roll Moment Monitor 2: Roll Moment Monitor 2 (lbf-ft)","Side Force Monitor 2: Side Force Monitor 2 (lbf)","Yaw Moment Monitor 2: Yaw Moment Monitor 2 (lbf-ft)"
500.0,0.5458826460950937,-2.0940628729374264,3.0269852108952833,1397.3599533192735,-4951.64328449128,-13799.47687304784
1000.0,0.5291401405306831,-2.1794337395341334,3.0677709665074286,1397.2532455265634,-4951.809076473287,-13799.791739415137
1500.0,0.5942226207456183,-1.2324799787155707,1.721641361530953,1398.7668215568667,-4951.911077121612,-13800.00335219672
2000.0,0.6429386310924169,-0.2493306457565818,0.3427356941234936,1400.3453772159685,-4951.999243570931,-13800.166478648178
2500.0,0.6699465072407014,0.7476466323995854,-1.053563611699196,1401.9476641725907,-4952.0953166834715,-13800.313048941282
3000.0,0.6741649739753488,1.7566065355026836,-2.4659319029674105,1403.5727843455197,-4952.176042560387,-13800.402085764092
3500.0,0.6546720306794618,2.775478706962048,-3.8965486702534218,1405.2171092591927,-4952.24547804074,-13800.437885102483
4000.0,0.6106635962108817,3.7994778302370102,-5.34379974275399,1406.873917179003,-4952.30915889607,-13800.427929248992
4500.0,0.5417622958084637,4.824523771796862,-6.805303657398095,1408.537872929395,-4952.367411567121,-13800.372200091606
5000.0,0.44841792038471595,5.847684688629449,-8.278760869975013,1410.2046317654056,-4952.418614857153,-13800.267183450895
5500.0,0.3316509276518532,6.866277745226938,-9.760756304376999,1411.8692902187224,-4952.461740352715,-13800.111048202494
6000.0,0.1915893822311805,7.881622181551911,-11.25181475112458,1413.531807018241,-4952.497169853247,-13799.90333772524
6500.0,0.02860214880367906,8.893260300508585,-12.753686129001924,1415.1898890195905,-4952.525391838849,-13799.64399665026
7000.0,-0.15732773783789925,9.89900706474339,-14.266279441019632,1416.8388165970957,-4952.542417217951,-13799.327825652968
7500.0,-0.3645286674124255,10.892067894788696,-15.78544098411183,1418.4693469244264,-4952.540892583228,-13798.94517921554
8000.0,-0.5909908062948434,11.870761196227797,-17.29994920374268,1420.079270131006,-4952.530241345185,-13798.510806029173
8500.0,-0.5959364056839799,11.89686713569299,-17.32799797357923,1420.1224478378456,-4952.520462330866,-13798.486612947714
9000.0,-0.5964538571758253,11.899377351497861,-17.329972783427383,1420.1263623374145,-4952.517070729157,-13798.480167813243
9500.0,-0.8373826218146859,12.82804536726387,-18.802113236540464,1421.656823589468,-4952.52214821511,-13798.044763583517
10000.0,-0.8432156831002044,12.85360506626479,-18.83146335703266,1421.6996446293415,-4952.518356749343,-13798.02995889078
10500.0,-0.843865878631239,12.855950301331267,-18.83368577710022,1421.7033693664719,-4952.517148445933,-13798.027030322088
11000.0,-0.8439721616572544,12.856238289979487,-18.833890793080446,1421.7037805421128,-4952.516781027624,-13798.02624547649
